1533;1078;613568.75,247210.48,614205.21,247658.04
734;774;606183.42,274669.33,606859.64,275382.4
901;774;620388.14,250921.75,620399.69,250931.68
905;842;608108.06,261442.4,608160.31,261491.02
862;575;630175.63,253599.69,630227.11,253634.02
899;373;615666,263091.68,615786.83,263141.81
813;308;634056.06,257321.7,634072.06,257327.76
758;440;622377.33,260000.47,628613.7,263620.53
1793;876;620571.53,249749.45,620781.92,249852.24
1247;335;621441.01,274503.29,621466.34,274510.09
887;1019;609196.35,252594.88,620407.98,265475
745;742;617593.65,260087.93,619016.1,261504.65
543;756;612594.4,263491.01,613182.8,264310.22
603;1055;623730.77,249674.18,623743.42,249696.32
961;688;604095.27,272438.77,604425.44,272675.14
1069;699;619527.47,266970.31,619543.02,266980.47
675;748;624545.26,249982.42,628040.37,253855.52
587;557;617237.38,273395.1,617934.05,274056.16
1446;440;619180.28,273517.06,620076.27,273789.7
1661;740;608987.83,249772.46,609718.6,250098.03
913;844;592277.71,253348.54,592362.01,253426.47
1887;313;620554.23,271382.12,620593.47,271388.63
709;603;603926.77,257772.4,604271.18,258065.32
1739;426;612373.57,275099.73,613082.37,275273.36
511;509;610508.08,271301.59,614175.35,274954.5
871;958;620800.08,267393.25,622777.03,269567.67
648;649;612276.46,248127.23,612508.65,248359.78
630;776;609121.31,263466.49,609882.37,264403.92
1601;727;602677.94,256808.89,605942.47,258291.29
1862;1048;630835.16,247997.56,630945.65,248059.75
1570;1048;622519.76,244567.03,622701.15,244688.12
1417;548;608528.79,252205.17,609111.27,252430.44
1317;806;629471,248437.67,629725.13,248593.19
968;463;635254.7,256107.07,635515.8,256231.95
1307;841;616612.06,256685.04,617336.96,257151.48
994;897;631256.77,250972.49,631273.56,250987.64
1376;486;607859.24,265581.06,624028.42,271291.98
801;845;638394.43,254063.38,638781.34,254471.55
877;631;608580.1,265946.66,609762.53,266797.42
1554;574;633570.23,253041.59,633592.33,253049.76
1625;944;611077.2,252905.13,611232.37,252995.27
935;613;610130.56,271459.64,610221.57,271519.31
816;735;614439.96,264859.1,614662,265059.11
1900;706;612349.8,249461.34,615244.8,250537.06
1077;350;610619.84,248711.2,611155.99,248885.43
771;557;603996.92,254700.79,604127.4,254795.05
1612;657;631881.14,261026.73,631937.76,261049.8
550;840;622623.44,258970.98,622726.61,259128.55
1188;314;611163.41,249517.38,616279.74,250869.67
946;335;632709.49,256058.18,632727.74,256064.64
543;338;610473.38,266754.3,611138.09,267168.07
1020;672;616622.27,257265.57,618732.49,258655.83
1124;638;619981.83,261143.87,625978.48,264547.67
1863;1053;610791.46,259279.99,610850.34,259313.27
1607;927;609204.11,250993.66,609351.55,251078.71
1910;1040;615667.38,273112.06,616307.94,273460.85
1247;536;619678.43,250309.17,634852.25,256831.36
887;685;610201.09,267134.95,610327.29,267232.4
1137;1067;611806.65,255818.37,611851.66,255860.61
727;838;604668.81,272211.96,604694.1,272241.11
1399;979;634359.66,254533.56,634817.35,254853.84
1543;904;625897.56,263607.84,626056,263700.67
918;327;599626.79,260136.93,600435,260424.82
1598;1059;599026.77,251430.86,599111.76,251487.18
1069;1009;625298.3,266205.45,625309.15,266215.7
1183;503;634350.13,258519.13,634458.13,258565.05
699;496;615535.55,246781.09,615546.58,246788.92
1496;420;602398.66,249731.55,608546.78,251457.63
801;920;614093.7,254133.8,614831.97,254981.75
1277;479;612962.16,255480.49,613004.69,255496.44
545;653;634169.3,259540.4,634179.42,259552.52
1671;722;612835.05,269392.6,615431.96,270514.67
796;618;624742.96,274690.76,625193.51,275040.56
1816;342;613474.86,269644.03,615426.92,270011.65
709;638;608189.41,259891.17,613331.45,264518.28
1040;804;615133.61,259963.02,615186.88,260004.2
1148;401;627352.81,243572.6,627385.43,243583.99
658;838;614056.79,261999.89,615588.6,263950.74
1536;978;615095.58,257135.12,615852.61,257617.14
1670;971;601279.05,253244.05,601303.01,253257.98
1900;895;613494.17,262808.19,613622.61,262868.69
1033;582;611729.88,255754.15,612122.98,255975.62
1490;1009;624597.83,246773.97,624698.03,246841.83
1037;878;605870.3,264849.58,608646.21,267199.87
579;826;621529.75,261943.19,623472.39,264714.56
1290;370;604047.89,274226.22,604117.49,274246.18
1054;799;615856.85,256784.42,616209.71,257051.91
618;698;623355.46,271644.03,623532.19,271843.64
832;554;616709.25,256056.82,617424.02,256532.76
1576;941;598365.1,251031.41,613421.69,260021.42
723;480;619359.05,256284.59,619422.65,256326.82
1236;960;608341.29,257429.1,608639.44,257660.67
512;515;616468.83,274767.57,616738.52,275038.84
1467;709;607684.2,256200.16,608843.33,256760.37
705;926;615686.1,259914.48,615695.23,259926.47
582;309;626484.71,251941.4,630370.81,254004.64
706;521;609809.49,258022.46,609840.15,258045.08
1899;653;625212.3,251162.75,637460.9,255374.62
1105;842;622400.86,256591.68,622482.89,256654.18
754;448;611809.37,247319.06,613498.18,248322.49
541;988;620356.07,246595.97,620952.99,247686.11
1486;662;612507.31,251515.62,616513.64,253300.41
1262;762;610111.84,253966.43,610128.22,253976.32
804;779;611282.5,274158.99,613030.83,275852.95
1364;1016;614455.1,259975.91,614680.93,260144.13
1810;1036;601763.94,261435.52,601893.17,261509.49
977;686;612663.31,261551.22,616892.52,264520.75
1276;884;617346.1,256084.42,617963.68,256512.28
1316;885;606197.66,274606.01,606932.64,275100.28
546;649;609782.98,258910.18,609799.54,258929.87
1627;914;617831.73,257997.15,618166.52,258185.22
1236;975;611873.11,270743.66,612230.24,271025.37
1435;866;623868.12,259396.99,624380.27,259706.06
1842;1038;629071.27,260428.91,629185.91,260493.51
624;337;624044.6,261069.89,624067.5,261082.26
872;433;601875,247961.38,602141.44,248093.68
1626;738;605364.53,267335.56,605520.21,267406.22
1494;943;618130.5,272889.91,618157.24,272906.79
1120;782;606778.3,255047.34,610130.16,257387.65
1367;405;624643.55,245146.81,624707.71,245165.82
540;870;628049.49,248267.31,628127.66,248393.25
1085;610;597632.22,252355.11,597644.13,252361.81
635;1068;612723.01,268636.85,612734.74,268656.58
1732;833;612169.88,255879.23,613616.33,256574.9
1248;570;601333.41,252866.86,603581.21,253893.5
1183;833;624926.71,267827.26,625075.48,267932.02
1810;848;610608.98,250074.66,610723.65,250128.39
1238;733;622341.74,251139.86,622418.65,251185.4
836;509;607512.24,249387.76,607707.97,249506.93
720;505;619834.81,263923.81,620001.79,264040.94
1590;664;616148.49,251165.56,616167.38,251173.45
1892;618;618165.01,258087.21,622421.61,259477.58
1852;655;620024.53,267514.96,621370.48,267990.99
700;913;604296.7,246669.44,604314.35,246692.46
1275;792;626676.64,243843.3,626733.58,243878.67
605;901;615849.12,259277.38,616971.36,260948.7
542;334;629875.55,249948.26,629899.35,249962.93
1481;515;608649.75,260552.95,627526.18,267117
1896;612;628556.94,258700.91,628843.12,258793.29
1777;886;630853.99,249838.29,630968.73,249895.49
1173;874;597404.96,250192.62,597518.33,250277.09
1327;757;630586.61,256786.32,630668.62,256833.11
744;869;625487.14,261099.42,625496.93,261110.86
1359;1066;616770.58,266897.43,616910.77,267007.4
1147;448;631564.63,251158.46,631757.9,251233.95
515;702;606071.08,247057.17,606170.19,247192.26
607;351;632181.95,249927.44,632351.04,250025.22
1406;337;619037.88,267068.7,622121.23,267807.74
942;378;611962.15,263092.75,611976.82,263098.64
1060;989;620578.7,257421.61,622885.63,259574.01
1630;506;617102.36,258706.72,617208.23,258739.58
980;832;623135.2,248485.53,625259.46,250288.98
1327;894;606797.99,272128.38,607212.09,272407.36
915;490;622816.86,254275.6,623975.01,254895.81
1349;506;609641.53,261382.76,610366.97,261654.87
1468;330;620774.13,252905.08,636159.87,256363.73
1899;899;620362.97,264110.59,622899.79,265311.54
1906;1018;620115.95,253575.28,621418.26,254270.84
1100;492;624178.65,246777.57,624953.5,247124.13
1166;752;625525.67,243823.78,626800.86,244646.2
1610;621;600944.02,254973.21,605163.71,256600.81
1710;446;607355.21,254943.26,610669.63,255807.73
1027;751;619639.52,261648.92,619745.99,261726.77
1241;558;591607.71,253967.22,592190.7,254229.36
1274;1054;604823.04,254530.66,608388.39,257480.32
1857;816;625671.73,268394.59,626319.95,268679.43
1132;1031;631520.66,262291.77,631577.51,262343.55
1901;404;625821.91,250169.96,625911.72,250189.04
1893;426;630197.6,249603,630692.03,249714.27
1424;421;620023.67,268855.09,620237.01,268918.16
555;348;607529.76,263343.23,607786.67,263504.32
1443;598;605095.08,252025.03,606938.06,252788.78
1778;734;628047.79,252948.99,631648.19,254435.32
1754;335;615543.41,248386.85,627067.49,250587.86
915;1037;611534.02,267510.7,611561.25,267541.56
1006;492;615691.68,258438.48,616390.83,258780.41
682;992;622488.48,257932.39,622499.9,257948.99
935;327;632545.66,261435.31,632920.25,261566.32
665;839;596490.31,249503.7,598624.95,252196.88
594;799;608256.8,252648.39,608737.83,253295.43
1175;949;629923.94,251986.42,629977.21,252029.44
743;896;620794.01,253397.61,620842.75,253456.39
1523;575;615158.6,260619.45,625676.1,264590.27
1002;349;606445.59,268392.52,606533.63,268423.19
556;1016;600202.35,261115.87,600360.56,261404.97
1692;719;631492.09,258084.18,631828.11,258226.97
954;934;610093.41,268002.87,610705.46,268602.09
1117;537;604884.46,251102.93,625541.15,261033.67
774;695;621624.61,261908.36,622080.23,262317.48
1609;548;618585.42,271217.74,618656.17,271241.84
1122;440;637110.32,252925.57,637292.3,252996.93
512;459;601011.25,247025.37,601018.21,247031.61
923;513;624415.44,248836.61,629210.05,251501.44
1749;1048;621484.31,268073.43,622073.7,268426.59
1084;589;612169.87,246572.26,612263.12,246622.93
1837;783;611953.25,269155.76,613794.39,269940.53
1041;369;606135.83,271491.58,606373.86,271575.95
1381;967;604878.73,247509.8,604907.5,247529.94
1049;784;627123.27,264725.89,627460.79,264978.14
1092;773;606646.63,267927.71,606688.3,267957.21
1491;743;607281.22,267180.11,611900.59,269482.06
1141;357;602657.32,246090.87,603515.9,246359.5
652;568;597102.83,251649.23,600069.14,254233.37
1302;305;605840.96,270526.16,605907.79,270541.82
1883;795;611360.28,267067.47,614218.03,268274.01
1677;586;612543.89,246693.96,623274.7,250443.67
698;1079;618635.33,256776.3,620715.28,259991.58
904;711;625027.39,243679.32,625039.07,243688.5
1274;751;615083.37,272481.43,616649.14,273404.43
1899;471;612553.46,267886.09,612669.77,267914.94
955;915;623923.28,266439.94,623957.3,266472.54
1777;1056;606824.75,247294.71,606913.52,247347.46
1139;749;610339.1,259638.06,610465.71,259721.32
1224;774;601501.24,260054.11,601519.95,260065.94
605;968;606013.57,263097.05,608070.95,266388.86
1123;612;617250.72,249855.79,617378.12,249925.22
711;529;621633.78,261349.53,621661.18,261369.92
1199;782;600605.86,253635,602946.55,255161.62
516;733;630480.21,255798.64,630506.73,255836.32
1814;870;622706.11,272044.28,623199.69,272281
1073;657;610957.98,273309.61,612311.41,274138.31
1872;368;598742.54,256942.36,605078.77,258187.94
1607;638;599126.99,248390.51,601060.2,249158.02
596;866;620710.79,265108.96,620724.07,265128.26
1674;1060;620332.71,273076.78,624318.88,275600.87
1836;895;618000.06,251918.06,618236.36,252033.25
909;540;608891.29,260643.23,610480.83,261587.51
1298;830;620571.76,263610.87,620612.31,263636.8
1790;1050;623764.43,274162.3,624207.14,274421.99
1904;870;608235.53,256498.64,610728.23,257637.63
604;891;609500.04,272030.95,609649.49,272251.41
1604;850;615120.97,273846.99,616513.24,274584.78
1600;352;615760,261166.31,616019.96,261223.5
1340;1053;616131.17,271034.49,618682.19,273039.14
770;1065;600991.69,250128.65,601011.62,250156.21
1790;1069;611538.14,256756.77,612133.28,257112.19
1212;586;615939.12,270343.61,616137.39,270439.47
657;400;617771.25,262319.74,620097.91,263736.28
1129;967;604471.25,254508.42,620835.89,268524.9
1778;857;604883.8,262916.68,605118.29,263029.71
944;1045;619733.29,255382.62,620463.87,256191.36
1142;899;612315.54,274956.84,612503.84,275105.07
1681;602;603446.02,250921.59,604090.85,251152.52
1863;839;597672.23,249316.64,597696.62,249327.62
1836;866;633826.68,255308.64,633899.03,255342.76
756;472;611375.99,269111.24,612664.35,269915.62
1195;975;627953.2,258543.08,627999.94,258581.21
862;590;618721.04,270511.44,620299.69,271591.95
673;712;620216.26,273166.15,621205.62,274212.85
991;623;623149.93,251227.48,623194.73,251255.64
1597;433;608347.79,261361.56,608366.31,261366.58
1903;933;613336.86,265440.36,613482.52,265511.77
1705;771;623226.18,265273.07,624791.18,265980.76
1646;570;603677.13,251592.16,604829.39,251991.18
1321;739;618449.41,254496.21,618463.57,254504.13
1702;855;625503.66,246153.13,625536.11,246169.44
1631;791;628081.09,263243.18,628106.67,263255.59
1551;597;604170.77,254771.1,613115.71,258214.12
1420;969;617657.69,271444.1,619221.74,272511.4
1467;398;623353.45,266007.17,623674.52,266094.27
1120;995;615718.55,260421.8,624509.61,268231.71
621;914;626726.76,251989.14,626740.49,252009.34
1293;429;612645.02,269793.31,615450.83,270724.24
1562;895;604140.35,255809.04,607992.28,258016.13
1149;314;604933.38,261308.58,625543.31,266940.89
1820;468;625658.46,249842.23,626206.89,249983.25
951;834;609555.36,250067.13,610208.58,250639.98
1847;455;605448.24,251672.45,605470.69,251677.98
1121;505;626818.59,244305.86,627061.31,244415.2
1511;397;606962.79,250662.76,609679.83,251376.63
877;897;630051.74,251413.06,630263.8,251629.95
1035;783;617319.07,258477.1,617364.11,258511.18
1060;356;619955.12,254524.94,620339.09,254653.9
624;836;605852.88,265792.42,605868.41,265813.23
1530;496;603095.06,258177.65,603122.5,258186.55
1798;495;619030.29,255489.96,623088.87,256607.31
718;728;618827.8,260970.43,618842.95,260985.78
1784;900;615997.22,248390.86,617916.27,249358.99
521;462;616880.95,265142.5,625403.1,272699.57
851;605;626252.15,258675.66,626878.81,259121.17
1839;587;620112.13,258829.56,627323.3,261131.33
1651;496;624888.08,245249.9,626523.25,245741.14
685;1057;622413.96,274113.45,622707.91,274567.03
857;703;620881.38,268964.02,621197.04,269222.96
1734;1023;608012.21,266582.94,608908.52,267111.74
1543;880;613347.96,247813.27,613550.61,247928.85
857;557;613526.83,253557.69,613745.88,253700.06
1209;931;613244.66,250387.67,613326.13,250450.4
988;700;617263.47,251949.94,618490.18,252819.07
1167;598;616023.28,248962.88,616043.01,248972.99
1487;919;633741.72,249277,634085.4,249489.4
1095;307;619930.46,250250.49,620703.76,250467.29
1482;1041;607098.58,272877.87,608827.99,274092.65
1257;958;614394.75,263314.22,614667.43,263522.04
871;405;605118.82,265931.34,613263.04,269718.26
1756;621;616567.96,255565.32,617014,255723.06
1852;860;621824.13,273258.48,622017.96,273348.48
682;329;616510.26,258026.67,624895.44,262071.72
654;547;604488.88,265707.38,610819.57,271002.31
1439;968;613114.67,251974.56,613322.82,252114.59
1641;966;624678.28,262806.48,624708.81,262824.45
1829;679;623436.88,268222.07,625712.39,269066.83
814;727;618305.66,247449.56,618797.75,247889.06
1919;504;604564.7,249084.3,604585.64,249089.8
1455;715;604426.17,273367.9,604505.4,273406.84
907;668;630375.74,260515.8,630649.69,260717.56
1676;918;633269.95,258174.61,634400.5,258793.84
504;943;611602.86,246591.15,611753.21,246872.46
502;956;606592.06,267018.72,606741.7,267303.71
748;1073;610287.83,252194.62,614885.6,258790.09
1638;554;613157.09,266516.92,613175.61,266523.18
1331;573;608737.51,266162.64,609010,266279.95
1640;628;625167.82,257686.18,626569.64,258222.97
1555;601;624238.9,266145.07,624284.76,266162.8
1524;568;604203.32,253803.94,604360.86,253862.65
1797;810;618955.47,269585.07,624765.84,272204.1
1884;716;629185.68,259433.52,630148.22,259799.33
1785;569;608686.26,256296.34,615745.74,258546.68
1382;776;612693.59,264959.93,612796.51,265017.72
1478;1022;619303.54,269366.94,619329.6,269384.97
654;999;609193.62,259101.94,610581.33,261221.7
983;377;595612.83,249810.03,596137.03,250011.08
511;704;602592.44,259726.29,602601.51,259738.8
819;949;612903.43,275326.38,613076.97,275527.47
1658;376;617268.48,249466.99,617421.86,249501.78
758;302;611192.53,248779.38,611294.08,248819.84
1828;955;626466.45,249268.98,633563.15,252976.5
834;975;602834.49,255200.49,605813.12,258682.7
1142;952;608991.22,254596.26,609085.99,254675.26
965;429;630448.54,261755.24,630460.51,261760.56
1817;530;632807.79,257683.24,632832.49,257690.44
1141;547;624532.49,271537.16,624630.14,271583.97
877;659;623295.06,245084.89,623610.7,245322.08
925;538;597351.62,253128.79,597404.99,253159.83
1127;578;606758.91,261018.37,617161.88,266353.69
707;622;606656.81,261435.1,620270,273411.62
1797;723;625365.27,249003.64,626711.54,249545.29
946;948;614227.12,257762.26,615493.06,259030.88
544;931;614943.96,259964.23,615028.5,260108.91
697;514;609949.17,251962.64,610491.9,252362.88
1438;902;625534.6,250015.9,628058.71,251599.17
838;822;619757.02,260357.43,619831.97,260430.95
1564;873;621572.76,253344.94,631866.6,259090.8
1554;669;631588.42,250564.52,631704.77,250614.61
1727;493;606862.44,252645.16,607209.19,252744.14
1212;634;604839.85,264510.18,604853.19,264517.16
846;343;620793.1,246606.65,621925.71,247065.85
1079;593;613266.08,267002.95,613279.26,267010.19
1688;756;615387.19,246048.77,615883.7,246271.14
1741;880;597132.59,252746.84,598596.99,253487.04
1299;811;624947.28,260044.33,625758.75,260550.96
526;808;624707.48,265845.51,625854.44,267607.37
963;416;607022.31,273412.24,608024.41,273845.13
1319;782;613183.81,266003.38,616194.56,267788.37
1538;1031;617838.84,248014.78,621829.88,250690.18
1342;848;616853.83,259484.77,617093.37,259636.13
1425;1062;607979.49,255557.83,610272.26,257266.55
1112;1045;615272.96,251252.28,616858.19,252742
1910;749;618903.14,260106.56,618933.79,260118.58
813;603;594325.27,250418.39,594356.97,250441.89
767;320;613780.79,247371.56,626203.31,252554.36
1861;810;609510.83,265346.18,610682.27,265856.06
1257;595;620592.33,275009.47,620803.93,275109.63
1795;721;606955.22,259010.5,614595.78,262079.49
1764;813;621887.89,270782.17,622039.2,270851.91
1214;741;621909.36,253971.97,632607.36,260501.8
1595;518;613140.33,250885,627937.36,255690.55
1331;382;613607.1,250202.51,620649.43,252223.67
1442;577;611646.65,263774.6,611846.77,263854.68
872;311;605514.94,273495.65,606351.79,273794.11
637;762;602777.05,249751.25,606607.79,254333.7
1516;811;633169.1,252920.32,636008.92,254439.51
1306;440;603681.03,247308.71,604197.26,247482.63
1052;351;633885.32,248850.19,633905.65,248856.97
850;370;609569.24,267009.28,610029.15,267209.47
763;1046;605095.52,267203.45,605227.59,267384.51
1021;372;607974.93,273813.53,608258.81,273916.96
1812;1018;610264.31,259018.91,613058.96,260588.97
1164;557;624176.32,252066.47,628192.56,253988.33
1327;880;613404.09,268775.69,613469.55,268819.1
1793;927;624507.86,251528.16,625989.69,252294.28
1772;444;625853.97,264008.48,626008.79,264047.27
1059;1065;627708.59,262336.99,628060.88,262691.27
1083;515;612565.23,261292.73,620253.23,264948.61
1424;936;609857.35,258133.28,610594.88,258618.06
673;512;605821.76,274235.6,606026.32,274391.23
941;939;617662.44,264712.83,617678.14,264728.5
1438;343;602677.86,252254.58,605240.04,252865.73
1316;394;610941.35,249935.01,611029.91,249961.53
1838;709;628106.06,261111.57,628269.54,261174.63
1320;392;600900.77,252351.91,601681.14,252583.65
1381;796;609938.32,265509.49,625383.96,274412.27
1219;593;603896.11,254557.12,604184.61,254697.47
1575;554;600584.57,246373.57,609834.08,249627.05
1120;389;620517.5,256122.22,622666.26,256868.53
1311;740;619364.76,253478.21,624082.88,256141.38
1300;352;604260.44,259316.17,614692.89,262140.96
1907;518;633748.46,253244.79,633784.99,253254.71
511;523;606963.84,266381.8,607133.62,266555.57
1505;683;604318.33,259270.31,606541.52,260279.24
585;1019;600370.21,254845.04,600524.84,255114.4
769;746;606153.79,273965.66,606711.58,274506.77
1041;310;596244.83,252513.75,601455.6,254065.47
1746;883;618667.92,264532.33,618734.77,264566.14
1184;739;633793.6,256117.2,633813.87,256129.86
1537;304;620934.1,259569.7,620970.82,259576.96
870;646;605309.5,251343.72,605319.93,251351.46
1094;669;594703.23,253342.72,595813.01,254021.37
1333;586;619507.72,273251.11,619570.12,273278.54
1387;493;610182.88,268499.71,610225.15,268514.74
1607;649;612443.13,274879.53,612492.34,274899.41
697;726;608363.79,255724.71,614711.33,262336.36
659;694;605520.22,264665.63,605529.38,264675.27
1024;1021;623119.58,271107.57,623140.57,271128.5
1014;378;613642.1,251271.06,614633.55,251640.66
528;907;610136.6,262033.35,616838.44,273545.79
1718;865;608778.21,266346.33,609141.03,266529
1802;720;611102.71,265955.83,611650.69,266174.79
1234;1057;612153.07,246802.08,613145.33,247652.01
1362;810;599467.55,254081.56,599738.76,254242.85
1055;989;617936.15,248832.96,617959.68,248855.02
1006;519;618472.6,275705.23,618487.01,275712.67
1663;733;634884.54,256056.19,634905.65,256065.49
868;414;597148.45,247070.05,599914.32,248389.26
993;743;608666.23,252145.14,608895.77,252316.88
1756;1031;605620.04,271788.43,605660.27,271812.06
1780;1045;622577.82,250771.24,624166.36,251703.84
531;518;637107.86,256050.06,637129.75,256071.42
1253;590;628087.49,257515.38,628167.09,257552.86
1596;599;602834.89,247573.26,602879.1,247589.85
1476;398;624345.74,275025.4,624596.35,275092.98
578;987;611852.92,271562.73,611865.95,271584.96
1224;759;612295.14,272946.24,612313.42,272957.57
1866;595;601043.7,258783.51,601751.17,259009.1
520;1075;611801.03,252781.55,611809.06,252798.15
534;325;622677.38,251548.12,622683.44,251551.8
1053;512;630347.42,260670.44,630477.24,260733.56
563;353;621509.14,270526.04,621521.35,270533.7
1079;894;628430.35,250610.8,632939.19,254346.58
1147;582;623862.01,260325.16,625365.06,261087.83
1873;330;634918.6,257836.48,635064.83,257862.24
1711;530;615314.7,259970.61,615570.17,260049.74
1194;521;613611.3,253663.57,618829.94,255940.72
673;902;605645.67,250411.72,605669.35,250443.45
797;469;619548.19,265487.53,619587.41,265510.6
524;471;597455.83,250977.29,597493.55,251011.19
545;503;626901.02,258818.69,627170.9,259067.77
707;582;613309.86,275009.02,613334.19,275029.05
580;860;611075.26,274868.29,611090.81,274891.34
1029;370;608504.95,249660.72,618199.96,253146.78
1053;865;620843.24,250783.08,622332.89,252006.77
1695;925;612578.6,254516.54,614641.03,255642.06
1337;345;607759.73,275763.18,607805.59,275775.01
858;522;604822.25,273653.23,605503.29,274067.57
1718;573;604792.86,264690.76,605091.17,264790.26
1521;555;617742.72,257742.8,617823.39,257772.23
773;666;610976.2,269745.94,612112.74,270725.15
1425;1059;600876.01,255832.31,600903.7,255852.88
1449;777;616732.2,259349.85,616942.37,259462.55
1179;566;608914.09,252054.73,611667.16,253376.39
1784;776;606521.24,271531.17,606839.15,271669.46
1389;656;599392.41,248324.47,599664.48,248452.96
993;782;627069.99,252085.72,627685.01,252570.06
541;726;628939.12,251058.95,628999.53,251140.02
1161;497;633503.83,253113.5,633783.15,253233.07
703;303;614564.32,256543.14,614636.41,256574.21
985;559;605290.05,257628.77,614648.41,262939.76
501;911;613713.36,249125.22,615776.48,252876.71
882;769;610467.06,271623.7,611229.49,272288.45
1216;926;615634.48,259730.48,623219.38,265506.48
1755;637;605320.55,262785.85,620613.46,268336.61
808;901;604986.99,263138.11,605549.48,263765.35
1575;784;633779.03,252232.55,633809.88,252247.9
1253;934;618147.1,256762.67,618199.06,256801.39
1454;612;607599.46,255337.25,607659.6,255362.57
1315;1047;627253.02,266887.22,627406.24,267009.21
793;336;623841.69,273309.29,625245.6,273904.14
1070;969;599141.26,256803.65,599152.21,256813.56
1070;820;604820.68,268970.17,607512.82,271033.31
1900;809;599916.8,248800.57,602660.32,249968.73
1880;1047;614632.26,271571.03,615540.26,272076.71
1062;755;605799.89,266157.8,606030.22,266321.55
1150;650;607970.12,256918.04,608000.88,256935.43
1744;660;617711.88,263748.19,618436.9,264022.57
937;1026;617392.44,270810.13,617581.34,271016.97
722;537;624325.57,253356.94,627880.71,256001.14
628;356;619869.49,259270.42,620272.18,259498.7
1489;418;606685.25,252770.76,606706.32,252776.68
1595;505;632384.3,259783.15,632501.32,259820.2
1604;975;623248.33,253057.68,624933.15,254081.81
520;970;600880.18,254561.16,600939.36,254671.55
1401;765;622000.31,260217.98,622016.24,260226.68
1852;1072;621623.77,249404.76,634398.82,256799.39
1657;735;617512.48,250999.91,626718.85,255083.6
1316;512;618973.48,248632.29,619112.16,248686.24
1012;674;626923.12,261817.45,628409.26,262807.23
1675;1022;606687.69,258463.55,606773.95,258516.18
1364;515;621476.16,271670.7,621605.89,271719.68
1011;330;616325.68,259809.51,621059.6,261354.71
